run_id	step	avg_max_q
breakout_1656253812_89b07dc8	1706	3.678622402288975
breakout_1656253812_89b07dc8	1709	3.6743574260193625
breakout_1656253812_89b07dc8	1711	3.5434301845298326
breakout_1656253812_89b07dc8	1714	3.6491043770566898
breakout_1656253812_89b07dc8	1716	3.8716147907318605
breakout_1656253812_89b07dc8	1719	3.5532813140715676
breakout_1656253812_89b07dc8	1721	3.6064461649105115
breakout_1656253812_89b07dc8	1724	3.6259295024733613
breakout_1656253812_89b07dc8	1726	3.6003383275624867
breakout_1656253812_89b07dc8	1729	3.655877381332161
breakout_1656253812_89b07dc8	1731	3.5848023542042435
breakout_1656253812_89b07dc8	1734	3.6055219458334102
breakout_1656253812_89b07dc8	1736	3.7634011254860806
breakout_1656253812_89b07dc8	1739	3.5346365001466538
breakout_1656253812_89b07dc8	1742	3.723003955448375
breakout_1656253812_89b07dc8	1744	3.6617826695243516
breakout_1656253812_89b07dc8	1747	3.8308494321324607
breakout_1656253812_89b07dc8	1749	3.8792173290252685
breakout_1656253812_89b07dc8	1752	3.552907407283783
breakout_1656253812_89b07dc8	1754	3.66142220445018
breakout_1656253812_89b07dc8	1757	3.566319076434986
breakout_1656253812_89b07dc8	1759	3.705982762713765
breakout_1656253812_89b07dc8	1762	3.6668629663961907
breakout_1656253812_89b07dc8	1764	3.7764798843860627
breakout_1656253812_89b07dc8	1767	3.81758809380415
breakout_1656253812_89b07dc8	1769	3.6996321428466485
breakout_1656253812_89b07dc8	1772	3.7096521332859993
breakout_1656253812_89b07dc8	1775	3.6071687458323782
breakout_1656253812_89b07dc8	1777	3.7215812112155713
breakout_1656253812_89b07dc8	1780	3.761344094581792
breakout_1656253812_89b07dc8	1782	3.786086507309648
breakout_1656253812_89b07dc8	1785	3.5563987965385118
breakout_1656253812_89b07dc8	1787	3.700986261367798
breakout_1656253812_89b07dc8	1790	3.6527994349598885
breakout_1656253812_89b07dc8	1792	3.9037186371352144
breakout_1656253812_89b07dc8	1795	3.801066197048534
breakout_1656253812_89b07dc8	1797	3.555026820727757
breakout_1656253812_89b07dc8	1800	3.6777095794677734
breakout_1656253812_89b07dc8	1802	3.7946423824797284
breakout_1656253812_89b07dc8	1805	3.873541156176863
breakout_1656253812_89b07dc8	1808	3.8162482073352595
breakout_1656253812_89b07dc8	1810	3.740268097983466
breakout_1656253812_89b07dc8	1813	3.607437135996642
breakout_1656253812_89b07dc8	1815	3.6584259694135643
breakout_1656253812_89b07dc8	1818	3.8174730828314116
breakout_1656253812_89b07dc8	1820	3.8419855113687187
breakout_1656253812_89b07dc8	1823	3.8350716908115987
breakout_1656253812_89b07dc8	1825	3.895507760750231
breakout_1656253812_89b07dc8	1828	3.895387123792599
breakout_1656253812_89b07dc8	1830	3.875157105388926
breakout_1656253812_89b07dc8	1833	3.6576901405532927
breakout_1656253812_89b07dc8	1835	3.7144353379373967
breakout_1656253812_89b07dc8	1838	3.7360444051631982
breakout_1656253812_89b07dc8	1841	3.7903369805392098
breakout_1656253812_89b07dc8	1843	3.687779388476893
breakout_1656253812_89b07dc8	1846	3.653700468351515
breakout_1656253812_89b07dc8	1848	3.842057761838359
breakout_1656253812_89b07dc8	1851	3.9522890612996857
breakout_1656253812_89b07dc8	1853	3.735875443408364
breakout_1656253812_89b07dc8	1856	3.854910681122228
breakout_1656253812_89b07dc8	1858	3.6769736380010216
breakout_1656253812_89b07dc8	1861	3.6417943571256175
breakout_1656253812_89b07dc8	1863	3.821168259802867
breakout_1656253812_89b07dc8	1866	4.034769782514283
breakout_1656253812_89b07dc8	1868	3.982252656618754
breakout_1656253812_89b07dc8	1871	3.893227143575681
breakout_1656253812_89b07dc8	1874	3.7212243585586546
breakout_1656253812_89b07dc8	1876	3.872481134007959
breakout_1656253812_89b07dc8	1879	4.025863372965863
breakout_1656253812_89b07dc8	1881	3.893666763305664
breakout_1656253812_89b07dc8	1884	3.736011905381174
breakout_1656253812_89b07dc8	1886	3.6130633237718164
breakout_1656253812_89b07dc8	1889	3.9831895583384744
breakout_1656253812_89b07dc8	1891	3.967576136191686
breakout_1656253812_89b07dc8	1894	3.8795649657646814
breakout_1656253812_89b07dc8	1896	3.8306909888780036
breakout_1656253812_89b07dc8	1899	3.784164167984187
breakout_1656253812_89b07dc8	1901	3.796249715426496
breakout_1656253812_89b07dc8	1904	3.837044942555169
breakout_1656253812_89b07dc8	1907	3.6569782566881464
breakout_1656253812_89b07dc8	1909	4.004595349664274
breakout_1656253812_89b07dc8	1912	3.6921213540163906
breakout_1656253812_89b07dc8	1914	3.779624831234967
breakout_1656253812_89b07dc8	1917	3.7692332641042845
breakout_1656253812_89b07dc8	1919	3.8453938724758387
breakout_1656253812_89b07dc8	1922	3.714584745679583
breakout_1656253812_89b07dc8	1924	3.7601369720824223
breakout_1656253812_89b07dc8	1927	4.04122353599457
breakout_1656253812_89b07dc8	1929	3.9430334822336834
breakout_1656253812_89b07dc8	1932	3.9092603959310215
breakout_1656253812_89b07dc8	1934	3.727121268131936
breakout_1656253812_89b07dc8	1937	3.6119258028737615
breakout_1656253812_89b07dc8	1940	3.819258179734735
breakout_1656253812_89b07dc8	1942	3.823522539515244
breakout_1656253812_89b07dc8	1945	3.7658877773363084
breakout_1656253812_89b07dc8	1947	3.85248845907358
breakout_1656253812_89b07dc8	1950	3.622214833227526
breakout_1656253812_89b07dc8	1952	3.754298810958862
breakout_1656253812_89b07dc8	1955	3.691579191889984
breakout_1656253812_89b07dc8	1957	3.7501781652140065
breakout_1656253812_89b07dc8	1960	3.7603204019608034
breakout_1656253812_89b07dc8	1962	3.9016093700490098
breakout_1656253812_89b07dc8	1965	3.752948893654731
breakout_1656253812_89b07dc8	1967	3.7856027921040853
breakout_1656253812_89b07dc8	1970	4.152613659699758
breakout_1656253812_89b07dc8	1973	3.7478227577908503
breakout_1656253812_89b07dc8	1975	3.932344630116322
breakout_1656253812_89b07dc8	1978	3.988930087444211
breakout_1656253812_89b07dc8	1980	3.9634247068315744
breakout_1656253812_89b07dc8	1983	3.964607487706577
breakout_1656253812_89b07dc8	1985	3.87864475620204
breakout_1656253812_89b07dc8	1988	3.8878770111597074
breakout_1656253812_89b07dc8	1990	4.0545100356460715
breakout_1656253812_89b07dc8	1993	3.9861686026508156
breakout_1656253812_89b07dc8	1995	3.8377000994152493
breakout_1656253812_89b07dc8	1998	3.843981130778441
breakout_1656253812_89b07dc8	2000	3.813211305001203
breakout_1656253812_89b07dc8	2003	3.7729116945980703
breakout_1656253812_89b07dc8	2006	3.8457147491221524
breakout_1656253812_89b07dc8	2008	4.031882251816234
breakout_1656253812_89b07dc8	2011	3.9086507201194762
breakout_1656253812_89b07dc8	2013	3.9648844303528956
breakout_1656253812_89b07dc8	2016	4.0719986373469945
breakout_1656253812_89b07dc8	2018	3.79646546938266
breakout_1656253812_89b07dc8	2021	3.7814828269389453
breakout_1656253812_89b07dc8	2023	3.759752291220206
breakout_1656253812_89b07dc8	2026	3.6754823025170857
breakout_1656253812_89b07dc8	2028	3.530020198715267
breakout_1656253812_89b07dc8	2031	3.879567826235736
breakout_1656253812_89b07dc8	2033	3.668478455623435
breakout_1656253812_89b07dc8	2036	3.9511157725796555
breakout_1656253812_89b07dc8	2039	3.860214988708496
breakout_1656253812_89b07dc8	2041	3.901120254453623
breakout_1656253812_89b07dc8	2044	3.7565685804576088
breakout_1656253812_89b07dc8	2046	3.70404465675354
breakout_1656253812_89b07dc8	2049	3.813076876824902
breakout_1656253812_89b07dc8	2051	3.689880722976593
breakout_1656253812_89b07dc8	2054	3.7667016182237
breakout_1656253812_89b07dc8	2056	3.698470201385155
breakout_1656253812_89b07dc8	2059	3.6962144223126496
breakout_1656253812_89b07dc8	2061	3.615460822137736
breakout_1656253812_89b07dc8	2064	3.7766382081641092
breakout_1656253812_89b07dc8	2066	3.756352268732511
breakout_1656253812_89b07dc8	2069	3.8479082969404894
breakout_1656253812_89b07dc8	2072	3.6479797107832774
breakout_1656253812_89b07dc8	2074	3.797304076533164
breakout_1656253812_89b07dc8	2077	3.9487994701708136
breakout_1656253812_89b07dc8	2079	3.670187833425882
breakout_1656253812_89b07dc8	2082	3.7442225515842438
breakout_1656253812_89b07dc8	2084	3.6328377138788457
breakout_1656253812_89b07dc8	2087	3.645592825669868
breakout_1656253812_89b07dc8	2089	3.775027103872107
breakout_1656253812_89b07dc8	2092	3.9777672988933754
breakout_1656253812_89b07dc8	2094	3.8756463354146935
breakout_1656253812_89b07dc8	2097	4.071365151015468
breakout_1656253812_89b07dc8	2099	3.9729499615902126
breakout_1656253812_89b07dc8	2102	4.013641787297798
breakout_1656253812_89b07dc8	2105	3.869389036357803
breakout_1656253812_89b07dc8	2107	4.0794368185315815
breakout_1656253812_89b07dc8	2110	3.937212801959417
breakout_1656253812_89b07dc8	2112	3.7572340903074846
breakout_1656253812_89b07dc8	2115	4.043356166779995
breakout_1656253812_89b07dc8	2117	3.9224481275004726
breakout_1656253812_89b07dc8	2120	4.018463405788454
breakout_1656253812_89b07dc8	2122	3.787698257116624
breakout_1656253812_89b07dc8	2125	3.9538868304454917
breakout_1656253812_89b07dc8	2127	3.8839721533987257
breakout_1656253812_89b07dc8	2130	4.020034867582969
breakout_1656253812_89b07dc8	2132	4.181513763923013
breakout_1656253812_89b07dc8	2135	3.9139346891236535
breakout_1656253812_89b07dc8	2137	4.0393744455801475
breakout_1656253812_89b07dc8	2140	4.0657597705721855
breakout_1656253812_89b07dc8	2143	4.354367123880694
breakout_1656253812_89b07dc8	2145	4.074548728125436
breakout_1656253812_89b07dc8	2148	3.9428259621495787
breakout_1656253812_89b07dc8	2150	3.9999839241440234
breakout_1656253812_89b07dc8	2153	3.9047568197603577
breakout_1656253812_89b07dc8	2155	4.322328542218064
breakout_1656253812_89b07dc8	2158	3.9392671832790622
breakout_1656253812_89b07dc8	2160	4.152916318410403
breakout_1656253812_89b07dc8	2163	4.103798404761723
breakout_1656253812_89b07dc8	2165	3.996190104045366
breakout_1656253812_89b07dc8	2168	4.170895500552087
breakout_1656253812_89b07dc8	2170	4.1554337628879905
breakout_1656253812_89b07dc8	2173	3.8691286702794354
breakout_1656253812_89b07dc8	2176	3.9645111752836497
breakout_1656253812_89b07dc8	2178	3.9889022337762934
breakout_1656253812_89b07dc8	2181	3.8901868722655557
breakout_1656253812_89b07dc8	2183	4.227515194886997
breakout_1656253812_89b07dc8	2186	4.0717274904251095
breakout_1656253812_89b07dc8	2188	4.165867966713665
breakout_1656253812_89b07dc8	2191	4.044064788953633
breakout_1656253812_89b07dc8	2193	4.191563117198455
breakout_1656253812_89b07dc8	2196	4.000373717068004
breakout_1656253812_89b07dc8	2198	4.0667427611750595
breakout_1656253812_89b07dc8	2201	3.8581421398764175
breakout_1656253812_89b07dc8	2203	3.9942733854860872
breakout_1656253812_89b07dc8	2206	4.083481614654128
breakout_1656253812_89b07dc8	2209	4.109583205887765
breakout_1656253812_89b07dc8	2211	3.866690680301389
breakout_1656253812_89b07dc8	2214	4.12166942358017
breakout_1656253812_89b07dc8	2216	4.0612004133592166
breakout_1656253812_89b07dc8	2219	3.96152742467028
breakout_1656253812_89b07dc8	2221	4.117372923186331
breakout_1656253812_89b07dc8	2224	4.0000861679635396
breakout_1656253812_89b07dc8	2226	4.182126401944925
breakout_1656253812_89b07dc8	2229	3.9431857732856797
breakout_1656253812_89b07dc8	2231	3.988452721100587
breakout_1656253812_89b07dc8	2234	3.792704572140331
breakout_1656253812_89b07dc8	2236	3.886095704648319
breakout_1656253812_89b07dc8	2239	4.058448848610153
breakout_1656253812_89b07dc8	2242	4.099277745274937
breakout_1656253812_89b07dc8	2244	3.765905882142911
breakout_1656253812_89b07dc8	2247	3.904681078898601
breakout_1656253812_89b07dc8	2249	3.926434144545137
breakout_1656253812_89b07dc8	2252	3.828295057018598
breakout_1656253812_89b07dc8	2254	3.8901584708450625
breakout_1656253812_89b07dc8	2257	3.908152611599755
breakout_1656253812_89b07dc8	2259	3.799499006321033
breakout_1656253812_89b07dc8	2262	4.027135040586358
breakout_1656253812_89b07dc8	2264	3.8880097547242807
breakout_1656253812_89b07dc8	2267	3.7314673452842526
breakout_1656253812_89b07dc8	2269	3.8184637867343363
breakout_1656253812_89b07dc8	2272	3.955456408587369
breakout_1656253812_89b07dc8	2275	4.025293019880731
breakout_1656253812_89b07dc8	2277	4.003065624237061
breakout_1656253812_89b07dc8	2280	3.981429609385404
breakout_1656253812_89b07dc8	2282	4.2627604280199325
breakout_1656253812_89b07dc8	2285	4.0521911018034995
breakout_1656253812_89b07dc8	2287	3.729812614572873
breakout_1656253812_89b07dc8	2290	3.793919700589673
breakout_1656253812_89b07dc8	2292	3.8537718113078627
breakout_1656253812_89b07dc8	2295	3.950459059327841
breakout_1656253812_89b07dc8	2297	3.9726227048843628
breakout_1656253812_89b07dc8	2300	4.026005381529552
breakout_1656253812_89b07dc8	2302	3.8942578905945893
breakout_1656253812_89b07dc8	2305	3.9755594662257603
breakout_1656253812_89b07dc8	2308	4.133537645071325
breakout_1656253812_89b07dc8	2310	3.8466507150576663
breakout_1656253812_89b07dc8	2313	3.9982495549562813
breakout_1656253812_89b07dc8	2315	4.068467819172403
breakout_1656253812_89b07dc8	2318	3.8352580070495605
breakout_1656253812_89b07dc8	2320	3.9264721479572233
breakout_1656253812_89b07dc8	2323	4.100840125765119
breakout_1656253812_89b07dc8	2325	3.900971813435935
breakout_1656253812_89b07dc8	2328	3.8988750450254424
breakout_1656253812_89b07dc8	2330	3.870361265928849
breakout_1656253812_89b07dc8	2333	3.923991196191133
breakout_1656253812_89b07dc8	2335	3.9918137737682886
breakout_1656253812_89b07dc8	2338	4.002204481021378
breakout_1656253812_89b07dc8	2341	3.9908623659431037
breakout_1656253812_89b07dc8	2343	4.044376709586696
breakout_1656253812_89b07dc8	2346	3.9591439456650703
breakout_1656253812_89b07dc8	2348	4.084873118490543
breakout_1656253812_89b07dc8	2351	4.1424194212201275
breakout_1656253812_89b07dc8	2353	4.088246959419066
breakout_1656253812_89b07dc8	2356	3.9373235350445763
breakout_1656253812_89b07dc8	2358	4.054661769808436
breakout_1656253812_89b07dc8	2361	3.9834082534958646
breakout_1656253812_89b07dc8	2363	4.007808977762858
breakout_1656253812_89b07dc8	2366	4.06135427066258
breakout_1656253812_89b07dc8	2368	4.234775343537331
breakout_1656253812_89b07dc8	2371	3.8860766220900973
breakout_1656253812_89b07dc8	2374	3.933078709036805
breakout_1656253812_89b07dc8	2376	4.0962155602195045
breakout_1656253812_89b07dc8	2379	4.071637957184403
breakout_1656253812_89b07dc8	2381	4.105167621519508
breakout_1656253812_89b07dc8	2384	4.0032954504995635
breakout_1656253812_89b07dc8	2386	4.09942922164809
breakout_1656253812_89b07dc8	2389	4.028372427901706
breakout_1656253812_89b07dc8	2391	4.012667771541711
breakout_1656253812_89b07dc8	2394	4.044174754279
breakout_1656253812_89b07dc8	2396	4.050233508371244
breakout_1656253812_89b07dc8	2399	4.175487936542021
breakout_1656253812_89b07dc8	2401	3.9949329445481965
breakout_1656253812_89b07dc8	2404	4.076592572649619
breakout_1656253812_89b07dc8	2407	4.084547629467276
breakout_1656253812_89b07dc8	2409	3.9240173238222718
breakout_1656253812_89b07dc8	2412	4.284084765698897
breakout_1656253812_89b07dc8	2414	4.230409746459036
breakout_1656253812_89b07dc8	2417	4.118380031934598
breakout_1656253812_89b07dc8	2419	4.130543298535533
breakout_1656253812_89b07dc8	2422	4.314562710126241
breakout_1656253812_89b07dc8	2424	4.049984166496678
breakout_1656253812_89b07dc8	2427	4.220257169821045
breakout_1656253812_89b07dc8	2429	4.095603512681049
breakout_1656253812_89b07dc8	2432	4.161716494007387
breakout_1656253812_89b07dc8	2434	4.155033880028843
breakout_1656253812_89b07dc8	2437	4.031605617797121
breakout_1656253812_89b07dc8	2440	4.095567951768132
breakout_1656253812_89b07dc8	2442	4.081912347000011
breakout_1656253812_89b07dc8	2445	3.875763960533741
breakout_1656253812_89b07dc8	2447	4.204079020974095
breakout_1656253812_89b07dc8	2450	4.288105433950057
breakout_1656253812_89b07dc8	2452	4.240765593449274
breakout_1656253812_89b07dc8	2455	4.175215921094341
breakout_1656253812_89b07dc8	2457	4.214669395324796
breakout_1656253812_89b07dc8	2460	4.365859584648068
breakout_1656253812_89b07dc8	2462	4.401948970097762
breakout_1656253812_89b07dc8	2465	4.069835286799485
breakout_1656253812_89b07dc8	2467	4.148825552271701
breakout_1656253812_89b07dc8	2470	4.330412624666355
breakout_1656253812_89b07dc8	2473	4.099549552141609
breakout_1656253812_89b07dc8	2475	4.112417087680968
breakout_1656253812_89b07dc8	2478	4.441986069808135
breakout_1656253812_89b07dc8	2480	4.280733407848943
breakout_1656253812_89b07dc8	2483	4.507472522276685
breakout_1656253812_89b07dc8	2485	4.493331636082043
breakout_1656253812_89b07dc8	2488	4.385078647468664
breakout_1656253812_89b07dc8	2490	4.162850060014644
breakout_1656253812_89b07dc8	2493	4.252220687248724
breakout_1656253812_89b07dc8	2495	4.202261686325073
breakout_1656253812_89b07dc8	2498	4.396377210617065
breakout_1656253812_89b07dc8	2500	4.348366325264735
breakout_1656253812_89b07dc8	2503	4.474665939807892
breakout_1656253812_89b07dc8	2506	4.24864454608146
breakout_1656253812_89b07dc8	2508	4.349936823050181
breakout_1656253812_89b07dc8	2511	4.196694281075027
breakout_1656253812_89b07dc8	2513	4.188418152498051
breakout_1656253812_89b07dc8	2516	4.2437071193728535
breakout_1656253812_89b07dc8	2518	4.369528832463171
breakout_1656253812_89b07dc8	2521	4.379880903484104
breakout_1656253812_89b07dc8	2523	4.272374651498264
breakout_1656253812_89b07dc8	2526	4.333529185604405
breakout_1656253812_89b07dc8	2528	4.205880520078871
breakout_1656253812_89b07dc8	2531	4.278045500739146
breakout_1656253812_89b07dc8	2533	4.24311398524864
breakout_1656253812_89b07dc8	2536	4.293466290029196